, ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,,
,,,ID SP,DESCRIPTION,FUEL,CD GZ,MPAN,METER CATEGORY,ETFV DT,RATE CD,RATE,SC DESCRIPTION,SC EX VAT,SC INC VAT,Change,UR1 DESCRIPTION,UR 1 EX VAT,UR 1 INC VAT,UR2 DESCRIPTION,UR 2 EX VAT,UR 2 INC VAT,UR3 DESCRIPTION,UR 3 EX VAT,UR 3 INC VAT,UR4 DESCRIPTION,UR 4 EX VAT,UR 4 INC VAT,,RATE TYPE
3,4 Rate_E,4 Rate_E3,,4 Rate,Electric,_E,,4 Rate,,,Prepayment,Standing Charge,0.6052,0.6355,,Peak,0.2734,0.2871,Off Peak,0.188,0.1974,E&W,0.2244,0.2356,Heating,0.1937,0.2034,,Live Run SVT PAYG
3,4 Rate_F,4 Rate_F3,,4 Rate,Electric,_F,,4 Rate,,,Prepayment,Standing Charge,0.683,0.7172,,Peak,0.2661,0.2794,Off Peak,0.1834,0.1926,E&W,0.2202,0.2312,Heating,0.1861,0.1954,,Live Run SVT PAYG
3,4 Rate_G,4 Rate_G3,,4 Rate,Electric,_G,,4 Rate,,,Prepayment,Standing Charge,0.4928,0.5174,,Peak,0.2978,0.3127,Off Peak,0.1908,0.2003,E&W,0.2321,0.2437,Heating,0.1977,0.2076,,Live Run SVT PAYG
3,4 Rate_P,4 Rate_P3,,4 Rate,Electric,_P,,4 Rate,,,Prepayment,Standing Charge,0.5986,0.6285,,Peak,0.2858,0.3001,Off Peak,0.1964,0.2062,E&W,0.2412,0.2533,Heating,0.1967,0.2065,,Live Run SVT PAYG
3,4 Rate_N,4 Rate_N3,,4 Rate,Electric,_N,,4 Rate,,,Prepayment,Standing Charge,0.6194,0.6504,,Peak,0.2765,0.2903,Off Peak,0.1855,0.1948,E&W,0.231,0.2426,Heating,0.191,0.2006,,Live Run SVT PAYG
3,4 Rate_J,4 Rate_J3,,4 Rate,Electric,_J,,4 Rate,,,Prepayment,Standing Charge,0.5538,0.5815,,Peak,0.3064,0.3217,Off Peak,0.1932,0.2029,E&W,0.2317,0.2433,Heating,0.1978,0.2077,,Live Run SVT PAYG
3,4 Rate_H,4 Rate_H3,,4 Rate,Electric,_H,,4 Rate,,,Prepayment,Standing Charge,0.614,0.6447,,Peak,0.29,0.3045,Off Peak,0.1901,0.1996,E&W,0.2323,0.2439,Heating,0.1956,0.2054,,Live Run SVT PAYG
3,4 Rate_K,4 Rate_K3,,4 Rate,Electric,_K,,4 Rate,,,Prepayment,Standing Charge,0.6053,0.6356,,Peak,0.284,0.2982,Off Peak,0.1899,0.1994,E&W,0.2359,0.2477,Heating,0.1946,0.2043,,Live Run SVT PAYG
3,4 Rate_L,4 Rate_L3,,4 Rate,Electric,_L,,4 Rate,,,Prepayment,Standing Charge,0.6534,0.6861,,Peak,0.2877,0.3021,Off Peak,0.1877,0.1971,E&W,0.2258,0.2371,Heating,0.1914,0.201,,Live Run SVT PAYG
3,4 Rate_M,4 Rate_M3,,4 Rate,Electric,_M,,4 Rate,,,Prepayment,Standing Charge,0.6484,0.6808,,Peak,0.2643,0.2775,Off Peak,0.1889,0.1983,E&W,0.2248,0.236,Heating,0.1908,0.2003,,Live Run SVT PAYG
3,Economy & Heating Load_P,Economy & Heating Load_P3,,Economy & Heating Load,Electric,_P,,Economy & Heating Load,,,Prepayment,Standing Charge,0.5986,0.6285,,Peak,0.2802,0.2942,Off Peak,0.1962,0.206,Heating,0.2398,0.2518,,,,,Live Run SVT PAYG
3,Heatwise 2 Rate_B,Heatwise 2 Rate_B3,,Heatwise 2 Rate,Electric,_B,,Heatwise 2 Rate,,,Prepayment,Standing Charge,0.5389,0.5658,,Peak,0.2349,0.2466,Off Peak,0.1763,0.1851,,,,,,,,Live Run SVT PAYG
3,Heatwise 3 Rate_B,Heatwise 3 Rate_B3,,Heatwise 3 Rate,Electric,_B,,Heatwise 3 Rate,,,Prepayment,Standing Charge,0.5389,0.5658,,Anytime,0.2439,0.2561,Peak,0.2505,0.263,Off Peak,0.1898,0.1993,,,,,Live Run SVT PAYG
3,Region Specific_P,Region Specific_P3,,Region Specific,Electric,_P,,Region Specific,,,Prepayment,Standing Charge,0.5986,0.6285,,Peak,0.2491,0.2616,Off Peak,0.178,0.1869,,,,,,,,Live Run SVT PAYG
6,Standard_A,Standard_A6,,Standard,Gas,_A,,Standard,,,Prepayment,Standing Charge,0.2992,0.3142,,Anytime,0.0577,0.0606,,,,,,,,,,,Live Run SVT PAYG
6,Standard_B,Standard_B6,,Standard,Gas,_B,,Standard,,,Prepayment,Standing Charge,0.2997,0.3147,,Anytime,0.0569,0.0597,,,,,,,,,,,Live Run SVT PAYG
6,Standard_C,Standard_C6,,Standard,Gas,_C,,Standard,,,Prepayment,Standing Charge,0.3046,0.3198,,Anytime,0.0588,0.0617,,,,,,,,,,,Live Run SVT PAYG
6,Standard_D,Standard_D6,,Standard,Gas,_D,,Standard,,,Prepayment,Standing Charge,0.3038,0.319,,Anytime,0.0575,0.0604,,,,,,,,,,,Live Run SVT PAYG
6,Standard_E,Standard_E6,,Standard,Gas,_E,,Standard,,,Prepayment,Standing Charge,0.3015,0.3166,,Anytime,0.0576,0.0605,,,,,,,,,,,Live Run SVT PAYG
6,Standard_F,Standard_F6,,Standard,Gas,_F,,Standard,,,Prepayment,Standing Charge,0.3021,0.3172,,Anytime,0.0581,0.061,,,,,,,,,,,Live Run SVT PAYG
6,Standard_G,Standard_G6,,Standard,Gas,_G,,Standard,,,Prepayment,Standing Charge,0.3024,0.3175,,Anytime,0.0571,0.06,,,,,,,,,,,Live Run SVT PAYG
6,Standard_P,Standard_P6,,Standard,Gas,_P,,Standard,,,Prepayment,Standing Charge,0.3023,0.3174,,Anytime,0.0572,0.0601,,,,,,,,,,,Live Run SVT PAYG
6,Standard_N,Standard_N6,,Standard,Gas,_N,,Standard,,,Prepayment,Standing Charge,0.3027,0.3178,,Anytime,0.0572,0.0601,,,,,,,,,,,Live Run SVT PAYG
6,Standard_J,Standard_J6,,Standard,Gas,_J,,Standard,,,Prepayment,Standing Charge,0.2989,0.3138,,Anytime,0.0574,0.0603,,,,,,,,,,,Live Run SVT PAYG
6,Standard_H,Standard_H6,,Standard,Gas,_H,,Standard,,,Prepayment,Standing Charge,0.298,0.3129,,Anytime,0.0591,0.0621,,,,,,,,,,,Live Run SVT PAYG
6,Standard_K,Standard_K6,,Standard,Gas,_K,,Standard,,,Prepayment,Standing Charge,0.303,0.3182,,Anytime,0.0599,0.0629,,,,,,,,,,,Live Run SVT PAYG
6,Standard_L,Standard_L6,,Standard,Gas,_L,,Standard,,,Prepayment,Standing Charge,0.2989,0.3138,,Anytime,0.0615,0.0646,,,,,,,,,,,Live Run SVT PAYG
6,Standard_M,Standard_M6,,Standard,Gas,_M,,Standard,,,Prepayment,Standing Charge,0.302,0.3171,,Anytime,0.0579,0.0608,,,,,,,,,,,Live Run SVT PAYG
1,1 Year Fixed Loyalty_A,1 Year Fixed Loyalty_A1,,1 Year Fixed Loyalty,Electric,_A,,Standard,,,Direct Debit,Standing Charge,,0.5062,,Anytime,,0.2466,,,,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty_B,1 Year Fixed Loyalty_B1,,1 Year Fixed Loyalty,Electric,_B,,Standard,,,Direct Debit,Standing Charge,,0.5668,,Anytime,,0.2321,,,,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty_C,1 Year Fixed Loyalty_C1,,1 Year Fixed Loyalty,Electric,_C,,Standard,,,Direct Debit,Standing Charge,,0.4135,,Anytime,,0.2515,,,,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty_D,1 Year Fixed Loyalty_D1,,1 Year Fixed Loyalty,Electric,_D,,Standard,,,Direct Debit,Standing Charge,,0.6766,,Anytime,,0.2485,,,,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty_E,1 Year Fixed Loyalty_E1,,1 Year Fixed Loyalty,Electric,_E,,Standard,,,Direct Debit,Standing Charge,,0.6339,,Anytime,,0.2328,,,,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty_F,1 Year Fixed Loyalty_F1,,1 Year Fixed Loyalty,Electric,_F,,Standard,,,Direct Debit,Standing Charge,,0.7187,,Anytime,,0.2261,,,,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty_G,1 Year Fixed Loyalty_G1,,1 Year Fixed Loyalty,Electric,_G,,Standard,,,Direct Debit,Standing Charge,,0.5182,,Anytime,,0.2444,,,,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty_P,1 Year Fixed Loyalty_P1,,1 Year Fixed Loyalty,Electric,_P,,Standard,,,Direct Debit,Standing Charge,,0.6175,,Anytime,,0.2437,,,,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty_N,1 Year Fixed Loyalty_N1,,1 Year Fixed Loyalty,Electric,_N,,Standard,,,Direct Debit,Standing Charge,,0.6395,,Anytime,,0.234,,,,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty_J,1 Year Fixed Loyalty_J1,,1 Year Fixed Loyalty,Electric,_J,,Standard,,,Direct Debit,Standing Charge,,0.5761,,Anytime,,0.2469,,,,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty_H,1 Year Fixed Loyalty_H1,,1 Year Fixed Loyalty,Electric,_H,,Standard,,,Direct Debit,Standing Charge,,0.6405,,Anytime,,0.2407,,,,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty_K,1 Year Fixed Loyalty_K1,,1 Year Fixed Loyalty,Electric,_K,,Standard,,,Direct Debit,Standing Charge,,0.6388,,Anytime,,0.2394,,,,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty_L,1 Year Fixed Loyalty_L1,,1 Year Fixed Loyalty,Electric,_L,,Standard,,,Direct Debit,Standing Charge,,0.6789,,Anytime,,0.2363,,,,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty_M,1 Year Fixed Loyalty_M1,,1 Year Fixed Loyalty,Electric,_M,,Standard,,,Direct Debit,Standing Charge,,0.6809,,Anytime,,0.2295,,,,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty Economy 7_A,1 Year Fixed Loyalty Economy 7_A1,,1 Year Fixed Loyalty Economy 7,Electric,_A,,Economy 7,,,Direct Debit,Standing Charge,,0.5099,,Peak,,0.2758,Off Peak,,0.1807,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty Economy 7_B,1 Year Fixed Loyalty Economy 7_B1,,1 Year Fixed Loyalty Economy 7,Electric,_B,,Economy 7,,,Direct Debit,Standing Charge,,0.5637,,Peak,,0.2591,Off Peak,,0.1739,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty Economy 7_C,1 Year Fixed Loyalty Economy 7_C1,,1 Year Fixed Loyalty Economy 7,Electric,_C,,Economy 7,,,Direct Debit,Standing Charge,,0.4122,,Peak,,0.272,Off Peak,,0.1945,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty Economy 7_D,1 Year Fixed Loyalty Economy 7_D1,,1 Year Fixed Loyalty Economy 7,Electric,_D,,Economy 7,,,Direct Debit,Standing Charge,,0.6739,,Peak,,0.2772,Off Peak,,0.1827,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty Economy 7_E,1 Year Fixed Loyalty Economy 7_E1,,1 Year Fixed Loyalty Economy 7,Electric,_E,,Economy 7,,,Direct Debit,Standing Charge,,0.6334,,Peak,,0.2563,Off Peak,,0.18,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty Economy 7_F,1 Year Fixed Loyalty Economy 7_F1,,1 Year Fixed Loyalty Economy 7,Electric,_F,,Economy 7,,,Direct Debit,Standing Charge,,0.7151,,Peak,,0.249,Off Peak,,0.1747,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty Economy 7_G,1 Year Fixed Loyalty Economy 7_G1,,1 Year Fixed Loyalty Economy 7,Electric,_G,,Economy 7,,,Direct Debit,Standing Charge,,0.5153,,Peak,,0.2754,Off Peak,,0.1757,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty Economy 7_P,1 Year Fixed Loyalty Economy 7_P1,,1 Year Fixed Loyalty Economy 7,Electric,_P,,Economy 7,,,Direct Debit,Standing Charge,,0.6264,,Peak,,0.2727,Off Peak,,0.18,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty Economy 7_N,1 Year Fixed Loyalty Economy 7_N1,,1 Year Fixed Loyalty Economy 7,Electric,_N,,Economy 7,,,Direct Debit,Standing Charge,,0.6483,,Peak,,0.2608,Off Peak,,0.1748,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty Economy 7_J,1 Year Fixed Loyalty Economy 7_J1,,1 Year Fixed Loyalty Economy 7,Electric,_J,,Economy 7,,,Direct Debit,Standing Charge,,0.5794,,Peak,,0.276,Off Peak,,0.1806,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty Economy 7_H,1 Year Fixed Loyalty Economy 7_H1,,1 Year Fixed Loyalty Economy 7,Electric,_H,,Economy 7,,,Direct Debit,Standing Charge,,0.6426,,Peak,,0.2662,Off Peak,,0.1821,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty Economy 7_K,1 Year Fixed Loyalty Economy 7_K1,,1 Year Fixed Loyalty Economy 7,Electric,_K,,Economy 7,,,Direct Debit,Standing Charge,,0.6335,,Peak,,0.2678,Off Peak,,0.1775,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty Economy 7_L,1 Year Fixed Loyalty Economy 7_L1,,1 Year Fixed Loyalty Economy 7,Electric,_L,,Economy 7,,,Direct Debit,Standing Charge,,0.684,,Peak,,0.2645,Off Peak,,0.1747,,,,,,,,1 Year Fixed Loyalty
1,1 Year Fixed Loyalty Economy 7_M,1 Year Fixed Loyalty Economy 7_M1,,1 Year Fixed Loyalty Economy 7,Electric,_M,,Economy 7,,,Direct Debit,Standing Charge,,0.6787,,Peak,,0.2492,Off Peak,,0.1832,,,,,,,,1 Year Fixed Loyalty
2,1 Year Fixed Loyalty_A,1 Year Fixed Loyalty_A2,,1 Year Fixed Loyalty,Gas,_A,,Standard,,,Direct Debit,Standing Charge,,0.2722,,Anytime,,0.0625,,,,,,,,,,,1 Year Fixed Loyalty
2,1 Year Fixed Loyalty_B,1 Year Fixed Loyalty_B2,,1 Year Fixed Loyalty,Gas,_B,,Standard,,,Direct Debit,Standing Charge,,0.2727,,Anytime,,0.0617,,,,,,,,,,,1 Year Fixed Loyalty
2,1 Year Fixed Loyalty_C,1 Year Fixed Loyalty_C2,,1 Year Fixed Loyalty,Gas,_C,,Standard,,,Direct Debit,Standing Charge,,0.2778,,Anytime,,0.0639,,,,,,,,,,,1 Year Fixed Loyalty
2,1 Year Fixed Loyalty_D,1 Year Fixed Loyalty_D2,,1 Year Fixed Loyalty,Gas,_D,,Standard,,,Direct Debit,Standing Charge,,0.277,,Anytime,,0.0629,,,,,,,,,,,1 Year Fixed Loyalty
2,1 Year Fixed Loyalty_E,1 Year Fixed Loyalty_E2,,1 Year Fixed Loyalty,Gas,_E,,Standard,,,Direct Debit,Standing Charge,,0.2746,,Anytime,,0.0628,,,,,,,,,,,1 Year Fixed Loyalty
2,1 Year Fixed Loyalty_F,1 Year Fixed Loyalty_F2,,1 Year Fixed Loyalty,Gas,_F,,Standard,,,Direct Debit,Standing Charge,,0.2752,,Anytime,,0.0631,,,,,,,,,,,1 Year Fixed Loyalty
2,1 Year Fixed Loyalty_G,1 Year Fixed Loyalty_G2,,1 Year Fixed Loyalty,Gas,_G,,Standard,,,Direct Debit,Standing Charge,,0.2755,,Anytime,,0.0624,,,,,,,,,,,1 Year Fixed Loyalty
2,1 Year Fixed Loyalty_P,1 Year Fixed Loyalty_P2,,1 Year Fixed Loyalty,Gas,_P,,Standard,,,Direct Debit,Standing Charge,,0.2754,,Anytime,,0.0624,,,,,,,,,,,1 Year Fixed Loyalty
2,1 Year Fixed Loyalty_N,1 Year Fixed Loyalty_N2,,1 Year Fixed Loyalty,Gas,_N,,Standard,,,Direct Debit,Standing Charge,,0.2758,,Anytime,,0.0624,,,,,,,,,,,1 Year Fixed Loyalty
2,1 Year Fixed Loyalty_J,1 Year Fixed Loyalty_J2,,1 Year Fixed Loyalty,Gas,_J,,Standard,,,Direct Debit,Standing Charge,,0.2718,,Anytime,,0.0625,,,,,,,,,,,1 Year Fixed Loyalty
2,1 Year Fixed Loyalty_H,1 Year Fixed Loyalty_H2,,1 Year Fixed Loyalty,Gas,_H,,Standard,,,Direct Debit,Standing Charge,,0.2709,,Anytime,,0.0641,,,,,,,,,,,1 Year Fixed Loyalty
2,1 Year Fixed Loyalty_K,1 Year Fixed Loyalty_K2,,1 Year Fixed Loyalty,Gas,_K,,Standard,,,Direct Debit,Standing Charge,,0.2762,,Anytime,,0.0653,,,,,,,,,,,1 Year Fixed Loyalty
2,1 Year Fixed Loyalty_L,1 Year Fixed Loyalty_L2,,1 Year Fixed Loyalty,Gas,_L,,Standard,,,Direct Debit,Standing Charge,,0.2718,,Anytime,,0.066,,,,,,,,,,,1 Year Fixed Loyalty
2,1 Year Fixed Loyalty_M,1 Year Fixed Loyalty_M2,,1 Year Fixed Loyalty,Gas,_M,,Standard,,,Direct Debit,Standing Charge,,0.2751,,Anytime,,0.063,,,,,,,,,,,1 Year Fixed Loyalty
